date,numeric0,numeric1,categorical0,time,target
1990-09-04,931,2,c,01:56:53,0
1973-09-21,5369,3,a,06:17:02,0
1977-06-08,1644,,a,04:11:33,0
2011-06-17,3527,4,a,10:08:15,0
1996-04-17,7078,,a,15:06:02,1
1980-03-18,1471,4,b,21:14:26,0
1970-10-26,5577,4,c,21:48:15,0
1973-01-01,9737,,a,01:05:15,0
2010-01-04,6069,6,c,10:20:54,0
2015-07-13,3545,,b,05:57:24,0
1983-02-22,15,,a,20:49:37,1
2013-06-03,4149,6,c,22:14:18,0
2006-07-25,1710,,b,04:02:44,0
2007-11-04,3798,5,c,15:50:05,0
1974-08-22,8225,5,c,10:29:49,0
1972-05-24,6280,,c,04:30:21,0
1970-01-05,4291,,b,22:39:45,0
2009-08-08,8121,8,b,04:22:30,0
1987-09-06,3365,,c,19:53:51,0
1979-02-23,1833,5,c,11:51:35,0
1981-05-08,3868,1,c,16:32:29,0
1999-05-09,4702,,b,17:21:49,0
1990-10-19,7871,3,c,21:51:30,0
2017-01-20,5611,,b,04:18:36,0
1979-02-17,9470,,b,08:20:37,0
1993-08-27,2244,1,b,04:24:58,0
2005-03-30,7388,,b,06:37:51,0
2001-08-06,8328,,a,19:44:34,0
2007-11-16,1888,,b,10:58:55,0
1988-02-21,6035,6,b,06:10:45,0
2012-03-21,3084,0,b,11:15:47,0
1996-10-20,7393,,b,09:06:49,0
1974-07-30,6447,,a,06:17:18,0
1994-02-02,3981,5,a,20:38:11,0
1997-05-02,6849,5,b,10:32:48,0
2007-04-23,7976,,a,01:06:08,1
2012-11-20,2477,0,a,17:16:36,0
1973-01-15,3797,2,a,00:12:13,0
2012-04-13,1135,,b,15:01:56,0
2007-10-31,7166,,c,08:18:43,0
2018-04-24,5346,,c,07:07:59,0
2015-10-03,445,3,c,17:27:57,1
2001-05-19,6058,,b,00:09:52,0
1979-06-01,5228,9,b,14:07:11,0
1974-04-23,6342,0,b,12:41:43,0
2013-01-04,2663,5,c,18:34:44,0
2001-09-26,9935,,a,14:45:54,0
2004-05-12,6131,8,b,08:34:01,0
1982-11-22,2348,,c,06:15:51,0
1976-01-17,2928,,a,13:13:08,0
2007-02-27,4321,4,a,12:37:05,0
1992-06-05,6398,2,b,06:29:53,0
1996-01-16,8295,0,c,13:35:34,0
1979-11-17,5811,,a,17:55:20,1
2005-08-06,8396,3,c,17:11:16,0
2016-06-05,8034,,b,20:34:03,0
1987-06-09,4944,2,c,19:14:07,0
1995-08-28,9447,,c,09:24:22,0
1986-02-05,8666,6,a,05:28:33,0
2001-09-15,5293,6,c,12:58:29,0
2012-04-04,8590,,b,11:27:52,0
1986-05-26,279,,c,20:15:52,0
1974-07-20,8792,3,a,01:39:57,0
2011-10-17,9557,,a,13:23:54,0
1985-05-14,2389,,b,00:50:02,0
1972-04-15,5403,4,b,22:54:18,0
2012-06-01,6073,5,c,01:21:25,0
1990-04-24,5651,5,a,02:25:42,0
2008-07-21,6460,,b,09:59:40,0
1993-10-24,5373,3,c,09:10:23,0
1981-11-20,8788,9,a,17:41:55,1
1972-08-23,9986,6,a,10:25:56,0
1980-07-23,9642,,c,12:09:05,0
2015-04-14,7513,,a,23:24:04,0
1983-06-09,8552,,b,22:36:14,0
1994-03-12,6871,6,c,14:25:15,0
1994-12-27,9371,6,c,17:28:54,0
1970-04-15,5837,3,c,16:41:40,0
2000-10-11,9990,7,b,11:19:12,0
2008-08-02,9803,,c,20:40:30,0
1974-05-02,8814,,a,14:58:37,0
2018-09-18,6387,9,b,20:41:33,0
1997-08-14,9074,9,a,20:23:31,0
1998-06-07,6038,,c,22:57:13,0
1986-01-23,8398,6,c,10:48:14,0
1973-11-05,1856,,b,13:32:20,0
1987-02-05,7476,,c,10:03:47,0
2017-05-05,6073,8,c,03:42:04,0
1988-07-10,3760,,b,07:23:44,0
2007-06-27,4503,,c,21:52:56,0
1980-07-08,5427,,a,09:00:54,1
2016-06-27,6313,9,a,14:37:10,0
1992-07-04,5630,,b,19:42:11,0
2006-05-05,4730,2,c,20:13:56,0
1972-02-04,120,0,a,19:37:42,1
1985-06-01,2676,5,a,16:16:34,0
2010-01-29,5623,,a,10:26:49,1
1985-10-28,9103,,c,02:35:38,0
2006-01-14,4580,3,c,14:16:35,0
2005-02-25,9607,5,b,22:35:14,0
2009-07-26,3090,2,a,06:35:49,0
2008-09-07,3269,,b,11:16:41,0
1972-06-20,6953,,a,00:31:46,1
1982-08-26,9629,,a,18:11:52,1
2000-11-28,147,8,a,11:41:05,1
1986-04-09,7466,7,b,07:37:33,0
1979-04-14,7055,,c,22:58:53,0
1994-11-07,2488,,b,04:12:02,0
1976-08-05,800,3,c,21:15:07,0
2018-12-23,9871,,c,13:56:58,0
1979-08-21,5453,,a,01:37:10,0
1971-07-23,7767,7,b,08:19:12,0
2000-03-06,6060,0,b,12:13:29,0
2014-10-01,5111,2,b,11:46:03,0
1977-09-11,5174,,a,19:23:29,1
1994-04-27,1509,,c,02:22:02,0
1984-02-23,3861,2,a,15:26:17,0
2002-05-08,2127,0,a,16:00:50,0
2011-02-23,3633,,c,15:05:28,0
2016-11-26,3780,5,c,17:36:08,0
2018-03-29,9957,1,c,18:58:41,0
1981-12-14,598,,b,18:16:15,1
2018-05-31,2818,6,c,08:15:04,0
1972-01-31,382,,a,19:36:33,1
1985-09-11,2194,,c,18:07:17,0
1979-05-01,7270,,c,10:41:26,0
2008-01-14,1211,3,c,20:15:03,0
2010-06-18,647,0,a,16:27:04,1
2003-06-21,6370,,b,20:42:05,0
1970-01-23,935,8,c,05:03:13,0
1980-09-15,8538,,a,11:47:10,0
1998-05-23,9367,5,b,13:08:36,0
2008-12-26,4736,,c,04:22:56,0
2000-11-06,6273,,c,04:58:40,0
1984-09-29,6069,,b,14:05:58,0
2000-10-21,1888,,b,10:52:25,0
1994-04-11,4771,5,a,06:54:29,0
2016-10-11,253,,c,05:57:30,0
2012-04-18,1559,,b,04:10:14,0
1996-03-19,165,4,b,00:31:17,1
1972-02-14,1033,0,c,21:46:25,0
1988-03-12,4380,5,b,17:25:16,0
1973-02-04,2200,1,c,20:36:27,0
1995-07-16,4713,4,a,14:36:44,0
1978-01-04,552,2,b,04:51:36,0
2006-10-04,4416,,a,23:05:40,0
1978-05-13,2277,8,a,07:47:51,0
2017-06-27,6087,5,b,11:21:28,0
1985-05-02,9300,,c,15:51:31,0
2015-10-14,6069,,b,06:30:35,0
1983-03-25,3244,1,a,05:59:54,0
1976-07-16,1509,5,c,16:46:39,0
1980-04-20,3903,,a,20:24:04,1
2004-03-19,1138,,b,14:27:23,0
2018-04-18,7762,,a,07:49:47,1
1984-07-02,9238,,b,13:47:21,0
2015-08-12,9682,1,a,03:56:54,0
2001-01-05,1936,7,c,17:59:56,0
1995-09-12,6696,9,a,22:27:44,0
1979-03-28,599,,a,21:00:31,1
2011-06-30,8732,4,b,02:04:08,0
1996-02-21,5563,2,a,00:41:35,0
2002-10-22,3349,,c,23:54:13,0
2010-03-20,4908,,b,05:33:27,0
1976-09-16,6745,,c,15:00:52,0
1985-04-20,2930,,a,02:37:39,0
1997-06-25,6612,,a,07:06:54,0
2014-05-09,2489,8,a,10:11:38,1
2003-07-30,8611,4,a,00:22:12,0
1987-08-14,9698,,a,09:20:35,1
1991-05-04,2480,,a,20:57:44,0
2009-04-04,6070,,a,20:56:50,0
2000-09-07,2372,,b,19:09:03,0
2015-04-03,9032,,c,19:57:47,0
2015-10-15,4585,4,b,03:34:10,0
2010-07-18,3266,,a,10:19:49,0
2006-09-01,6610,5,a,00:46:36,1
1984-07-06,8990,,c,14:00:43,0
1991-11-03,5312,6,b,18:29:28,0
1995-05-10,5418,9,c,09:52:30,0
1983-03-06,1992,3,a,18:09:41,1
2005-01-15,4963,,c,18:22:17,0
2004-02-26,7808,3,a,16:42:10,0
2008-02-02,9384,6,c,13:11:06,0
1996-09-16,6987,,c,03:14:35,0
1975-10-19,23,9,c,10:58:51,0
1987-09-11,2997,,a,04:03:40,0
2003-04-15,8342,7,c,17:23:59,0
1994-02-21,6019,,c,00:30:52,0
2001-07-13,5309,,a,13:49:32,0
1984-09-25,7396,5,b,13:29:24,0
1981-02-22,7975,2,b,12:42:35,0
2010-01-14,5714,3,c,20:02:28,0
2008-08-18,7730,,c,05:38:55,0
2008-07-02,3002,0,a,23:56:32,0
1999-11-29,9375,,b,19:39:32,0
1986-10-23,2367,9,b,23:50:56,0
1976-04-04,299,,a,20:13:10,1
1977-05-15,8185,,a,16:50:32,0
1985-01-26,1586,2,a,05:54:07,1
1980-06-27,6470,3,c,04:13:14,0
2011-08-03,725,,a,18:24:24,1
2009-08-27,2211,0,b,06:39:08,0
1988-03-11,6586,,a,07:07:45,1
1971-04-17,5379,,a,14:22:59,1
1981-03-30,8315,9,b,18:14:46,0
1976-07-12,1412,8,b,09:52:25,0
2002-06-25,2453,,b,13:31:52,0
2010-06-11,356,8,a,10:25:01,1
1995-09-08,730,9,a,20:08:23,1
2005-04-21,5351,2,a,17:27:50,0
1992-09-09,46,2,c,00:16:32,1
1994-10-06,3989,,c,12:39:16,0
1984-01-22,8265,2,a,06:14:14,1
1991-06-30,896,5,a,09:51:01,1
2002-11-07,2014,5,b,14:45:10,0
1986-01-05,5975,,c,16:28:57,0
1995-11-18,8026,3,a,20:19:36,0
2016-03-25,5227,7,a,18:26:57,0
2000-11-02,8859,3,a,18:17:39,0
2011-07-16,9922,,a,20:56:50,0
1975-11-30,1930,9,c,10:54:06,0
1991-11-19,955,1,c,21:48:18,0
2006-01-06,7639,3,b,18:43:25,0
1992-02-01,107,,c,14:54:03,0
1993-03-22,9383,,c,08:22:10,0
1976-10-03,4568,7,b,10:25:21,0
1997-07-10,40,,b,19:07:11,0
2004-05-01,194,,b,02:10:42,0
1973-06-27,4876,,c,15:08:11,0
1979-08-07,5021,1,c,00:25:25,0
2009-11-03,3710,4,a,08:58:55,0
2007-11-06,4324,,c,08:46:16,0
1993-08-21,3995,0,a,17:02:33,0
2003-11-01,3656,1,c,07:14:27,0
1991-02-09,9332,,b,09:02:57,0
2002-07-03,6513,2,b,11:40:31,0
1989-07-13,2216,,b,11:25:03,0
2008-03-03,8042,,c,21:05:13,0
1976-10-23,5799,2,a,02:49:50,0
1981-11-21,2459,,a,11:01:53,1
1988-09-03,1533,7,a,23:29:04,1
1998-01-05,6972,1,c,06:56:42,0
2009-06-08,6337,4,c,13:32:12,0
1991-10-30,4174,6,c,12:33:52,0
1995-07-11,7658,,b,09:42:18,0
1991-09-22,9323,7,b,00:48:56,0
2019-07-21,7285,,a,14:46:03,0
1997-03-26,7666,2,c,04:07:15,0
2013-04-02,8479,,a,16:13:42,1
1980-01-12,1234,0,b,22:20:45,0
1977-02-02,1845,2,c,01:36:54,0
2017-09-12,2688,2,c,23:22:17,0
1970-11-22,197,,b,17:00:58,0
2011-12-29,0,2,c,03:41:28,0
2009-09-04,7362,,c,10:53:52,0
2011-05-16,3613,,a,07:45:33,0
1994-04-19,6403,,a,04:12:39,0
2016-10-24,565,6,a,14:55:54,1
1973-09-23,1468,,c,10:08:38,0
1982-08-29,381,,c,12:01:53,0
2019-06-11,1265,,a,09:18:40,0
1991-04-05,14,8,a,03:04:38,1
1993-05-11,1342,,c,22:11:23,0
1995-06-12,6338,,a,13:17:43,0
2013-05-14,3258,,a,13:03:23,1
2009-02-11,1567,4,c,23:03:50,0
1991-10-21,1929,,a,11:39:12,1
1976-04-18,2815,,c,05:22:33,0
1989-06-04,7022,3,b,09:35:26,0
1978-11-21,4885,,c,11:06:45,0
1997-06-15,8605,4,c,07:42:08,0
2011-01-13,8433,,a,03:58:22,0
1989-10-27,8447,,c,03:20:20,0
1989-11-30,4296,,b,05:50:17,0
1997-09-10,3446,,a,09:50:40,1
2005-06-05,5356,,b,15:19:20,0
2009-02-02,2699,,a,15:56:17,0
1976-05-28,2733,,c,20:53:46,0
2009-11-06,6467,8,b,05:07:50,0
1976-03-17,6268,,b,05:07:43,0
1984-06-05,375,,b,17:18:28,1
1992-01-02,2130,,c,03:31:17,0
1974-09-21,6542,,b,20:56:24,0
2006-11-27,545,6,b,04:54:29,0
1993-09-16,9405,2,b,03:09:25,0
2006-09-16,3906,,c,01:46:32,0
1976-09-17,2412,3,a,09:53:18,0
1988-04-19,6802,5,b,19:57:20,0
1970-08-12,4197,6,b,12:17:56,0
1998-02-05,2769,8,a,18:44:49,0
2002-12-21,2987,,c,01:00:26,0
1976-08-12,1982,5,c,16:16:47,0
2013-11-24,9372,2,a,12:54:07,1
1978-01-17,2892,,c,06:43:12,0
1997-07-31,2745,6,c,02:00:18,0
1977-11-14,9589,5,a,12:45:01,0
2013-11-17,7834,1,b,06:11:24,0
2001-06-11,7519,8,a,16:49:09,0
1997-03-15,1061,,b,15:18:02,0
2010-01-18,3174,8,a,01:34:08,0
1980-05-08,9036,9,c,05:27:02,0
1986-10-18,162,,b,18:26:47,0
1971-10-17,4417,3,b,14:12:36,0
1975-04-16,7688,,a,13:59:15,0
1981-08-20,5365,6,a,21:27:25,0
1994-01-23,921,,a,22:25:29,1
1970-05-16,8778,,b,02:07:29,0
1980-04-16,4993,9,b,15:33:41,0
1984-02-22,8637,1,a,22:05:09,1
1977-07-15,6035,,a,00:54:23,1
1978-07-23,6319,,a,04:05:13,1
2004-02-26,1047,,c,21:36:15,0
1988-09-11,3460,,c,07:44:36,0
1994-05-20,1435,,c,05:15:00,0
2008-01-16,2877,,a,06:10:51,1
1977-01-12,4114,2,b,16:57:29,0
1998-08-26,4460,9,b,03:01:52,0
1996-04-08,48,,a,09:22:59,0
2008-07-22,7623,5,b,01:14:03,0
1989-05-03,3425,,c,17:42:31,0
1998-07-28,7886,6,c,21:56:19,0
1988-09-10,792,9,b,03:15:57,0
2007-10-24,910,,a,20:04:05,1
2003-08-12,3753,,a,08:32:05,0
1988-03-13,9522,,a,01:49:36,0
2003-01-13,5979,7,a,02:03:15,0
2001-04-25,585,,a,17:00:46,1
1991-12-30,2978,2,a,02:31:07,0
2013-11-20,481,,b,18:00:14,0
2000-10-09,9415,2,b,15:29:43,0
2015-07-21,10,,c,21:29:42,1
1990-12-27,4179,7,b,07:33:09,0
1976-01-18,5750,,b,04:25:12,0
2004-08-02,7267,5,b,20:26:31,0
2002-04-20,343,4,a,03:26:26,0
1984-12-10,2606,,c,07:05:32,0
2005-02-10,7139,,a,10:41:04,0
1982-10-29,7013,,a,20:31:48,0
1987-06-29,1075,,c,09:30:32,0
2011-02-19,5392,3,a,06:14:23,0
1984-10-15,4080,4,c,18:40:22,0
1984-04-25,5657,4,c,20:45:27,0
1997-09-24,1166,7,b,08:07:07,0
2018-10-11,9510,,c,04:23:53,0
1976-07-24,7898,3,c,08:24:45,0
2007-02-27,6737,,b,22:12:36,0
2004-03-10,7334,8,a,18:06:29,1
1984-08-20,2576,,b,18:55:41,0
2015-10-29,7080,,a,18:07:19,1
1981-10-25,6308,,b,07:28:05,0
2012-02-15,2671,,a,15:36:32,1
2001-04-01,5206,,c,15:59:45,0
1995-07-18,1034,6,b,15:12:44,0
2015-12-24,1881,,b,20:29:40,0
1970-02-26,1612,,c,00:26:11,0
2009-08-29,6751,,b,13:10:26,0
1971-09-17,1502,,b,12:23:16,0
2014-11-28,7560,,b,10:56:46,0
2018-12-18,3119,3,b,14:36:04,0
1978-09-03,6845,1,c,09:33:31,0
2016-06-26,7305,,c,21:14:44,0
1975-05-08,5323,,b,08:17:47,0
2008-01-19,7688,,c,23:26:24,0
1983-07-30,91,3,c,08:38:18,0
1980-03-17,6918,,b,03:37:58,0
1978-05-25,3055,8,b,06:37:01,0
2009-08-31,1431,8,a,12:04:03,0
2017-12-30,6007,9,b,08:56:03,0
1993-08-07,745,9,c,03:40:13,0
1972-03-14,700,4,a,10:16:18,1
1993-11-26,3937,,a,08:10:19,0
1998-04-21,7875,,a,15:51:35,0
1973-07-23,243,,c,02:04:58,0
1973-10-15,2995,,a,13:39:05,0
1970-09-02,8654,2,a,00:18:23,0
1973-01-13,4157,,c,02:07:10,0
1987-02-13,3343,,b,01:36:06,0
2016-11-17,7081,,c,20:56:48,0
1996-08-02,8638,0,a,10:08:28,0
2011-03-25,7011,8,c,12:07:43,0
2008-11-18,2485,,a,00:58:06,0
2012-10-06,5665,9,b,04:47:46,0
1986-12-16,2854,5,a,05:32:10,1
1984-04-14,4243,,a,11:41:01,0
2015-01-13,5138,,b,03:48:53,0
1975-07-07,9981,1,c,15:51:35,0
1995-01-26,8453,,a,22:58:30,0
1987-02-12,1833,6,c,01:07:24,0
1990-11-26,8473,2,b,20:34:44,0
2004-06-07,3210,7,c,14:39:20,0
1986-12-26,3517,,c,09:58:06,0
1990-04-22,3729,,c,15:37:03,0
2005-10-25,9208,3,a,16:57:37,0
1988-10-01,2924,0,c,00:01:15,0
2014-10-31,6223,,c,09:30:33,0
2011-06-16,4702,,b,07:29:40,0
1976-10-27,3652,2,a,05:05:04,0
1986-07-20,6759,,b,23:34:21,0
1992-11-02,270,,c,12:48:29,0
1989-10-31,3368,7,b,10:31:04,0
1977-02-16,9087,,c,15:31:21,0
2009-11-08,3956,,b,11:26:16,0
1987-11-28,5830,2,c,09:00:18,0
1973-10-02,8324,,a,13:02:17,1
1993-03-27,4428,1,b,23:47:06,0
1981-03-02,5768,,c,04:54:25,0
2007-10-25,7699,,b,00:11:45,0
2014-08-05,6506,,b,18:24:01,0
1994-05-24,3075,,a,04:46:09,0
2014-01-02,6212,2,a,15:06:49,0
1983-11-06,7037,9,a,12:08:50,0
1976-03-02,8685,0,b,12:37:50,0
2010-04-12,8735,,c,04:32:51,0
1970-01-20,34,,a,20:29:26,1
1988-02-07,9128,2,a,10:14:40,0
1997-06-25,7951,3,c,07:24:39,0
1980-07-13,2900,,c,10:15:48,0
2007-08-29,1457,6,a,11:22:51,1
2008-11-01,9125,,c,18:45:38,0
2019-01-29,3259,,c,14:21:03,0
1989-09-19,6585,,b,22:05:50,0
2010-10-08,2907,2,a,08:59:27,0
1976-06-22,9973,,c,15:48:56,0
2015-03-21,4332,,b,18:53:06,0
2006-03-31,1857,,c,18:54:14,0
1979-10-26,120,4,b,10:45:55,1
2014-01-20,8979,,b,03:01:29,0
2012-12-17,2160,,b,04:55:59,0
2016-10-05,2254,,b,03:31:06,0
1999-12-17,8109,,c,23:38:53,0
1973-07-03,1585,,c,01:07:36,0
1987-11-24,2981,6,a,06:14:46,0
1999-09-18,4866,4,c,23:57:17,0
1982-02-06,9141,,c,03:09:36,0
2015-02-17,3791,3,c,07:19:55,0
1997-02-18,3831,,b,15:58:27,0
1999-04-01,9277,3,c,12:53:04,0
2002-09-19,9608,,b,00:19:25,0
2005-06-05,643,2,a,00:26:10,1
1993-01-19,3201,9,b,12:08:46,0
2015-11-16,9850,0,b,09:59:25,0
2008-04-18,8811,6,a,07:44:52,0
2005-11-29,6254,8,c,23:12:45,0
2014-01-15,8603,,a,21:49:22,0
1972-11-10,3987,8,c,08:36:48,0
1975-10-30,6358,,a,00:14:13,0
1990-02-08,7101,,c,11:36:46,0
2008-07-17,9084,,a,18:46:57,0
2007-06-05,3274,7,a,20:22:02,0
1970-02-09,382,,a,19:44:02,1
2004-07-20,5058,6,a,04:53:19,0
1999-08-22,4846,,c,05:12:53,0
1989-01-17,556,1,a,12:20:34,1
1995-03-22,9328,7,a,19:47:20,0
1976-09-02,1843,0,a,23:06:11,0
1999-11-01,7341,6,a,05:31:10,0
1993-09-22,4078,,b,16:51:08,0
2018-05-26,6438,,c,18:19:36,0
1986-02-24,9197,,c,21:42:31,0
2018-09-30,9531,,c,06:22:09,0
1999-06-14,278,,a,04:29:39,0
2004-08-29,9232,0,b,10:42:56,0
2003-08-17,3948,6,c,19:42:39,0
1990-08-23,7352,,c,23:34:12,0
2011-03-13,5377,,c,04:20:44,0
2015-11-24,5539,,c,20:36:55,0
2002-07-07,9129,,c,04:21:31,0
1973-09-18,8789,7,a,04:42:37,0
1971-10-08,9035,7,b,18:45:15,0
1989-10-08,9723,,b,02:03:36,0
2015-10-04,6052,,c,17:32:53,0
1995-01-07,3133,6,b,21:32:37,0
1978-02-25,1681,4,c,18:06:38,0
2004-10-29,9188,4,a,14:59:53,1
2018-02-12,6746,4,a,18:19:26,1
2000-10-08,7826,7,c,21:12:44,0
1992-11-19,80,7,a,20:10:21,1
1988-01-25,2516,,c,16:26:14,0
1976-10-01,4432,,b,22:34:26,0
1980-06-19,3005,,c,02:50:04,0
1970-06-29,6869,,c,02:07:20,0
2014-12-27,9042,,c,09:24:45,0
1993-01-12,5817,,a,05:05:16,0
2012-05-05,7054,2,a,17:03:55,0
1979-06-02,2480,0,b,08:27:06,0
2012-11-11,6776,,b,22:52:15,0
2002-06-19,2252,,a,16:07:17,0
1982-08-02,5968,,b,11:12:04,0
1978-10-04,3923,,b,00:49:30,0
2002-12-02,5476,3,a,08:49:33,1
1983-03-25,7962,9,a,13:37:50,0
1979-09-11,3055,,c,11:44:10,0
1986-09-05,1964,,c,13:16:59,0
1989-03-25,9796,,b,16:46:35,0
2009-01-11,6649,9,c,22:11:27,0
1996-08-18,9868,,a,07:08:50,0
1983-04-22,5231,8,b,11:15:15,0
1983-04-16,5537,2,a,08:50:11,0
1976-06-01,5155,5,c,18:44:21,0
1989-03-19,1477,,b,14:49:36,0
1997-02-26,4480,,b,01:08:34,0
1980-04-09,3467,2,b,13:17:29,0
2013-04-30,5100,9,c,10:45:06,0
2005-07-08,481,,b,03:12:19,1
1973-05-21,5751,2,c,09:50:33,0
1996-02-19,7273,,a,15:02:50,0
1990-06-14,589,2,c,00:26:54,1
1975-09-14,4645,9,c,05:43:30,0
1973-11-06,1918,,c,03:22:56,0
1992-01-26,846,,b,19:35:15,0
1981-05-26,7882,6,c,05:23:52,0
1983-04-29,5262,,b,17:00:45,0
1987-07-26,8356,7,b,17:36:02,0
1992-11-11,5495,7,c,07:48:16,0
1979-11-29,9777,,a,14:26:38,0
1991-05-02,6473,,c,14:26:02,0
2005-05-25,6267,1,a,09:47:14,1
1986-01-29,3500,,c,12:01:29,0
1978-01-23,223,0,b,08:40:14,1
1971-07-24,322,4,c,23:25:10,1
1974-05-28,7727,,b,00:27:00,0
1975-05-16,6222,,b,09:24:58,0
2001-07-01,7077,7,a,08:10:11,0
2016-10-29,8669,,b,15:48:42,0
1993-09-04,5536,,b,21:47:34,0
1976-03-16,3473,,b,02:34:25,0
2018-03-06,469,,c,06:25:22,1
2005-07-27,8521,3,b,03:58:02,0
2015-06-01,2147,0,b,00:36:49,0
1979-07-05,2438,,a,09:49:18,0
2001-12-31,3358,,a,07:28:58,1
2017-05-05,5359,,b,14:13:28,0
1976-04-07,5509,9,b,10:27:34,0
1997-05-26,8478,5,a,03:16:21,0
1990-11-01,2788,,b,15:13:07,0
2005-05-23,7949,,c,21:18:47,0
2004-09-17,6947,,a,10:37:28,1
1995-06-19,8440,6,c,04:10:04,0
1981-03-04,9579,9,b,22:02:02,0
2015-05-15,6467,2,c,03:38:02,0
1973-11-04,3686,5,c,02:14:44,0
1983-02-20,6152,,b,18:17:44,0
1992-06-23,2455,7,a,05:35:40,0
1980-09-02,966,,a,11:05:55,0
1980-02-14,8302,6,a,07:18:41,0
1992-12-09,6396,,a,10:50:49,0
2017-11-02,3775,,a,12:43:16,1
2001-08-16,706,3,c,20:06:35,0
2001-12-22,7309,8,c,11:11:26,0
2018-12-06,6858,,b,07:41:53,0
1999-02-27,2111,4,b,17:50:47,0
1976-07-23,8467,2,a,10:13:38,0
1983-08-30,3911,,b,16:33:56,0
1974-06-08,5370,1,b,07:12:21,0
1992-03-08,8022,3,a,22:22:34,0
1982-03-19,5816,4,c,21:02:41,0
1994-02-04,5840,,a,00:26:16,1
2001-08-08,1991,,c,11:05:33,0
1983-03-10,1253,,a,05:11:24,0
2006-01-19,6528,8,c,22:48:26,0
1973-07-19,6825,,c,09:09:39,0
1985-07-23,5469,3,a,14:42:51,0
1998-12-21,5172,2,a,11:39:03,0
2000-03-25,6493,,c,14:56:55,0
1999-05-26,8599,,a,10:51:49,1
1992-03-27,9337,,a,18:40:41,0
1971-12-28,9272,,a,05:36:08,0
1995-12-30,4761,,b,02:46:07,0
2011-12-15,1779,0,a,11:48:30,0
1988-02-16,9494,,c,22:12:13,0
1997-06-14,6243,,a,13:21:19,0
1978-01-08,9244,,a,12:30:10,0
1983-03-29,6554,,a,00:59:52,0
2018-11-21,8706,7,a,08:27:17,1
1971-09-28,9132,,c,18:44:11,0
2006-04-30,7872,,c,18:56:19,0
2000-10-26,504,3,b,00:30:50,0
2003-07-13,5944,,a,13:23:13,0
2000-03-04,4158,5,b,00:29:51,0
1986-04-24,2517,,c,12:34:22,0
2017-05-05,20,,b,23:42:35,1
2016-05-10,9687,3,a,15:49:31,0
1993-10-01,7480,0,a,06:51:23,0
2004-11-17,9167,,c,12:39:44,0
2001-11-28,5791,6,c,15:57:54,0
1989-08-02,2221,,b,17:50:27,0
1994-06-01,3229,6,c,10:13:33,0
1994-09-07,111,6,b,23:42:06,0
1998-10-07,9590,,b,06:57:19,0
1983-10-19,7908,,c,00:08:33,0
2002-06-20,8992,4,c,08:34:25,0
1975-07-03,7794,5,b,04:19:03,0
2002-04-11,9897,,a,14:59:40,0
1995-02-25,221,,a,01:32:58,1
2017-08-25,2892,9,a,17:20:56,0
2009-03-31,2185,6,a,01:30:27,0
1975-06-19,9672,,b,10:31:29,0
1982-08-02,580,9,a,06:34:50,1
1979-06-19,1860,3,a,18:44:18,1
1979-02-15,5269,,a,08:18:36,0
1990-10-30,176,,b,18:04:52,0
1975-01-02,357,4,a,16:15:25,1
2003-09-07,4701,6,c,14:36:34,0
2004-03-07,8044,,b,14:09:57,0
2001-05-15,1993,,b,19:32:55,0
1983-06-28,6544,,b,05:31:44,0
1982-10-08,3255,9,a,07:06:55,0
1990-07-19,6463,1,a,14:31:38,0
1996-07-03,7281,,a,09:31:56,0
1982-05-03,1493,,a,01:54:17,0
1983-06-28,3922,6,b,10:39:11,0
2015-11-08,692,,a,08:24:28,1
1979-05-10,9197,,c,18:35:00,0
1996-01-02,4568,,c,03:24:29,1
2013-04-17,590,,a,02:20:12,1
2016-02-16,8712,8,c,23:54:59,0
1989-07-12,1793,3,a,16:39:30,0
2014-02-02,3867,,c,07:15:39,0
1993-04-08,858,4,a,22:36:48,0
1983-01-27,6414,,b,18:32:38,0
1992-10-26,4534,0,c,00:34:49,0
1986-03-07,9663,,b,09:50:27,0
1979-10-24,1836,2,b,21:37:54,0
1988-02-07,5194,,a,19:20:13,0
1998-06-28,6341,2,a,08:14:36,0
2019-06-23,9408,3,c,21:49:41,0
2013-03-03,2609,4,b,10:14:09,0
1986-02-10,2624,,c,22:12:23,0
2016-11-19,8585,,c,00:03:38,0
1983-02-06,9945,4,a,09:04:28,0
1996-12-01,273,3,a,00:13:17,1
1981-06-24,9054,,c,11:47:02,0
2005-11-10,5092,,c,02:57:30,0
2000-07-09,289,7,c,03:24:19,1
2006-09-06,4542,,c,21:20:55,0
2002-08-17,3336,,a,20:59:19,0
2015-10-24,7385,1,b,10:42:11,0
1979-04-19,1900,,c,02:47:30,0
2017-07-25,6631,4,c,10:50:32,0
1990-11-05,7832,,b,21:41:33,0
2013-06-27,6548,7,b,17:40:26,0
2009-06-13,5405,,a,02:37:31,1
1997-12-19,8642,,b,08:40:38,0
2016-03-30,9023,,c,14:33:50,0
1992-11-03,1018,,c,19:45:36,0
1992-04-30,7859,,a,17:12:51,1
1984-05-05,155,,c,19:23:19,1
1983-04-30,888,1,c,23:35:03,0
1972-12-01,1189,1,c,09:20:36,0
1997-04-22,4869,4,b,14:19:04,0
1976-04-30,2209,,a,02:09:54,0
1997-11-20,465,6,a,18:47:17,1
1995-08-31,8878,8,a,00:00:12,1
